Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000011976	Pseudozyma antarctica (strain T-34) (Yeast) (Candida antarctica)	1151754	6640	C:95.5%[S:95.4%,D:0.1%],F:1.4%,M:3.2%,n:1764	Unknown
UP000012174	Eutypa lata (strain UCR-EL1) (Grapevine dieback disease fungus) (Eutypa armeniacae)	1287681	11684	C:79.9%[S:79.7%,D:0.2%],F:9.9%,M:10.3%,n:3817	Unknown
UP000013521	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum)	1287680	10365	C:78.3%[S:77.9%,D:0.3%],F:11.9%,M:9.9%,n:3786	Unknown
UP000013776	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans)	1097556	4659	C:66.1%[S:66.0%,D:0.1%],F:2.7%,M:31.2%,n:1706	Unknown
UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	1299270	4836	C:86.2%[S:85.8%,D:0.4%],F:2.0%,M:11.8%,n:1764	Unknown
UP000014071	Pseudozyma hubeiensis (strain SY62) (Yeast)	1305764	7472	C:94.9%[S:94.8%,D:0.1%],F:1.8%,M:3.3%,n:1764	Unknown
UP000014074	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	1286976	8833	C:78.3%[S:78.1%,D:0.2%],F:8.5%,M:13.3%,n:3817	Unknown
UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	12143	C:99.7%[S:99.4%,D:0.3%],F:0.3%,M:0.0%,n:2449	Unknown
UP000014480	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	1213857	13227	C:93.6%[S:93.5%,D:0.1%],F:1.8%,M:4.6%,n:6841	Unknown
UP000014978	Spraguea lophii (strain 42_110) (Microsporidian parasite)	1358809	2499	C:91.2%[S:90.8%,D:0.3%],F:4.0%,M:4.8%,n:600	Unknown
UP000015100	Dactylellina haptotyla (strain CBS 200.50) (Nematode-trapping fungus) (Monacrosporium haptotylum)	1284197	10959	C:94.3%[S:94.2%,D:0.1%],F:1.6%,M:4.1%,n:1706	Unknown
UP000015241	Fomitopsis schrenkii (Brown rot fungus)	2126942	13806	C:98.7%[S:98.1%,D:0.6%],F:0.9%,M:0.4%,n:4464	Unknown
UP000015441	Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei)	546991	6486	C:94.7%[S:94.2%,D:0.4%],F:2.5%,M:2.8%,n:3234	Unknown
UP000015464	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast)	653667	5150	C:82.2%[S:79.5%,D:2.7%],F:1.9%,M:15.9%,n:1706	Unknown
UP000015530	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	1237896	16388	C:90.1%[S:90.0%,D:0.1%],F:4.0%,M:5.8%,n:6841	Unknown
UP000016800	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	1279085	14792	C:99.7%[S:99.6%,D:0.2%],F:0.2%,M:0.1%,n:4494	Standard
UP000016801	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	1111077	8814	C:94.5%[S:93.8%,D:0.7%],F:1.8%,M:3.6%,n:4494	Unknown
UP000016922	Glarea lozoyensis (strain ATCC 20868 / MF5171)	1116229	13082	C:97.3%[S:97.2%,D:0.1%],F:1.1%,M:1.7%,n:5177	Unknown
UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)	1262450	8878	C:95.8%[S:95.5%,D:0.3%],F:0.8%,M:3.5%,n:3817	Unknown
UP000016924	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	1168221	9306	C:97.4%[S:97.2%,D:0.2%],F:1.2%,M:1.4%,n:3786	Unknown
UP000016927	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm)	578461	4398	C:74.0%[S:46.3%,D:27.7%],F:6.5%,M:19.5%,n:600	Unknown
UP000016928	Fusarium oxysporum f. sp. cubense (strain race 1) (Panama disease fungus)	1229664	15355	C:92.4%[S:92.1%,D:0.4%],F:1.0%,M:6.5%,n:4494	Unknown
UP000016929	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994	14157	C:81.4%[S:78.6%,D:2.8%],F:1.1%,M:17.5%,n:4494	Unknown
UP000016930	Ceriporiopsis subvermispora (strain B) (White-rot fungus) (Gelatoporia subvermispora)	914234	12078	C:91.9%[S:91.3%,D:0.6%],F:1.4%,M:6.7%,n:4464	Unknown
UP000016931	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	692275	10154	C:97.8%[S:97.7%,D:0.1%],F:1.1%,M:1.1%,n:3786	Unknown
UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	383855	13062	C:96.1%[S:96.1%,D:0.1%],F:2.3%,M:1.6%,n:3786	Unknown
UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	675120	12414	C:97.9%[S:97.8%,D:0.1%],F:1.4%,M:0.8%,n:3786	Unknown
UP000016934	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	665912	12174	C:99.1%[S:98.9%,D:0.1%],F:0.3%,M:0.6%,n:6641	Unknown
UP000016935	Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica)	671987	11687	C:97.2%[S:97.1%,D:0.1%],F:1.8%,M:1.1%,n:6641	Unknown
UP000016936	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	701091	12857	C:98.5%[S:96.1%,D:2.4%],F:0.8%,M:0.7%,n:6641	Unknown
UP000017200	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)	683840	7656	C:98.1%[S:93.4%,D:4.7%],F:0.4%,M:1.5%,n:1764	Unknown
UP000017559	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	1381753	17976	C:98.3%[S:97.2%,D:1.1%],F:1.1%,M:0.6%,n:3870	Unknown
UP000018001	Byssochlamys spectabilis (strain No. 5 / NBRC 109023) (Paecilomyces variotii)	1356009	8877	C:94.8%[S:94.4%,D:0.5%],F:0.5%,M:4.6%,n:4191	Unknown
UP000018087	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	1391915	8673	C:95.8%[S:95.6%,D:0.2%],F:1.1%,M:3.1%,n:3817	Unknown
UP000019373	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	1263415	9228	C:88.8%[S:88.5%,D:0.3%],F:2.6%,M:8.6%,n:3546	Unknown
UP000019374	Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243) (Yarsagumba caterpillar fungus) (Hirsutella sinensis)	911162	6968	C:66.0%[S:65.8%,D:0.2%],F:6.5%,M:27.5%,n:4494	Unknown
UP000019376	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	933388	9977	C:99.1%[S:98.9%,D:0.2%],F:0.1%,M:0.8%,n:4191	Unknown
UP000019377	Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis)	1365824	5650	C:96.1%[S:95.5%,D:0.6%],F:1.0%,M:2.9%,n:1764	Unknown
UP000019384	Kuraishia capsulata CBS 1993	1382522	6027	C:97.3%[S:97.1%,D:0.2%],F:1.5%,M:1.3%,n:2137	Unknown
UP000019471	Cladophialophora psammophila CBS 110553	1182543	13417	C:98.7%[S:98.4%,D:0.2%],F:0.9%,M:0.5%,n:6265	Unknown
UP000019473	Cladophialophora yegresii CBS 114405	1182544	10118	C:98.3%[S:98.2%,D:0.1%],F:1.5%,M:0.3%,n:6265	Unknown
UP000019478	Capronia epimyces CBS 606.96	1182542	10469	C:97.5%[S:97.4%,D:0.2%],F:1.1%,M:1.4%,n:6265	Unknown
UP000019484	Capronia coronata CBS 617.96	1182541	9230	C:97.4%[S:97.3%,D:0.1%],F:1.0%,M:1.5%,n:6265	Unknown
UP000019487	Sclerotinia borealis (strain F-4128)	1432307	10165	C:96.4%[S:96.3%,D:0.1%],F:1.0%,M:2.6%,n:5177	Unknown
UP000019804	Aspergillus ruber (strain CBS 135680)	1388766	10054	C:97.2%[S:97.0%,D:0.2%],F:0.9%,M:1.9%,n:4191	Standard
UP000020467	Colletotrichum fioriniae PJ7	1445577	13759	C:98.3%[S:98.3%,D:0.0%],F:0.5%,M:1.2%,n:6841	Unknown
UP000024533	Trichophyton interdigitale (strain MR816)	1215338	8217	C:96.6%[S:94.4%,D:2.3%],F:1.1%,M:2.2%,n:4862	Unknown
UP000024837	Drechslerella stenobrocha 248	1043628	5595	C:64.8%[S:64.8%,D:0.1%],F:1.9%,M:33.3%,n:1706	Unknown
UP000027002	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556	8297	C:98.2%[S:98.2%,D:0.0%],F:0.5%,M:1.3%,n:4494	Unknown
UP000027073	Pleurotus ostreatus (strain PC15) (Oyster mushroom)	1137138	12186	C:93.9%[S:92.7%,D:1.2%],F:3.3%,M:2.8%,n:3870	Unknown
UP000027195	Botryobasidium botryosum (strain FD-172 SS1)	930990	16484	C:97.6%[S:96.3%,D:1.2%],F:0.7%,M:1.8%,n:2898	Unknown
UP000027222	Galerina marginata (strain CBS 339.88)	685588	21357	C:98.8%[S:97.4%,D:1.3%],F:0.8%,M:0.5%,n:3870	Unknown
UP000027238	Colletotrichum sublineola (Sorghum anthracnose fungus)	1173701	12697	C:97.8%[S:97.7%,D:0.1%],F:0.8%,M:1.4%,n:6841	Unknown
UP000027265	Jaapia argillacea MUCL 33604	933084	16341	C:99.5%[S:98.7%,D:0.8%],F:0.2%,M:0.3%,n:2898	Unknown
UP000027361	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	1037660	6806	C:95.7%[S:95.6%,D:0.1%],F:0.8%,M:3.5%,n:1764	Unknown
UP000027456	Rhizoctonia solani 123E	1423351	10990	C:87.9%[S:87.2%,D:0.7%],F:1.1%,M:11.0%,n:2898	Unknown
UP000027586	Lichtheimia corymbifera JMRC:FSU:9682	1263082	13257	C:91.0%[S:84.6%,D:6.4%],F:0.5%,M:8.5%,n:2449	Unknown
UP000027730	Aureobasidium namibiae CBS 147.97	1043004	10258	C:98.5%[S:98.3%,D:0.1%],F:1.1%,M:0.4%,n:3786	Close to standard (low value)
UP000027920	Exophiala aquamarina CBS 119918	1182545	13118	C:96.7%[S:96.0%,D:0.7%],F:2.5%,M:0.9%,n:6265	Unknown
UP000028524	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	10676	C:97.6%[S:97.3%,D:0.3%],F:0.4%,M:2.0%,n:4494	Unknown
UP000028545	Pseudallescheria apiosperma (Scedosporium apiospermum)	563466	8375	C:81.1%[S:80.7%,D:0.3%],F:0.9%,M:18.0%,n:3817	Unknown
UP000029268	Pseudogymnoascus sp. VKM F-4516 (FW-969)	1420910	9362	C:95.2%[S:95.0%,D:0.2%],F:1.4%,M:3.4%,n:3234	Unknown
UP000029284	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	1420913	11618	C:91.0%[S:90.7%,D:0.3%],F:2.1%,M:6.9%,n:3234	Unknown
UP000029288	Pseudogymnoascus sp. VKM F-4513 (FW-928)	1420907	8667	C:87.0%[S:87.0%,D:0.1%],F:4.9%,M:8.0%,n:3234	Unknown
UP000029299	Pseudogymnoascus sp. VKM F-4246	1420902	8539	C:83.2%[S:83.2%,D:0.1%],F:4.7%,M:12.1%,n:3234	Unknown
UP000029302	Pseudogymnoascus sp. VKM F-4515 (FW-2607)	1420909	10675	C:91.8%[S:91.7%,D:0.2%],F:3.3%,M:4.9%,n:3234	Unknown
UP000029308	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	1420915	11550	C:91.5%[S:91.2%,D:0.3%],F:3.2%,M:5.3%,n:3234	Unknown
UP000029315	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	1420914	10628	C:91.3%[S:91.0%,D:0.2%],F:2.0%,M:6.7%,n:3234	Unknown
UP000029320	Pseudogymnoascus sp. VKM F-3557	1437433	9480	C:81.2%[S:80.9%,D:0.2%],F:5.1%,M:13.7%,n:3234	Unknown
UP000029327	Pseudogymnoascus sp. VKM F-4281 (FW-2241)	1420906	8727	C:88.9%[S:88.7%,D:0.2%],F:4.4%,M:6.7%,n:3234	Unknown
UP000029329	Pseudogymnoascus sp. VKM F-3808	1391699	9928	C:83.0%[S:82.8%,D:0.2%],F:5.1%,M:11.9%,n:3234	Unknown
UP000029338	Pseudogymnoascus sp. VKM F-3775	1420901	9472	C:59.5%[S:59.2%,D:0.3%],F:11.0%,M:29.5%,n:3234	Unknown
UP000029665	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	10180	C:88.7%[S:88.4%,D:0.2%],F:5.7%,M:5.6%,n:4464	Unknown
UP000029725	Mitosporidium daphniae	1485682	3256	C:34.0%[S:32.3%,D:1.7%],F:3.0%,M:63.0%,n:600	Unknown
UP000029964	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)	857340	8900	C:96.4%[S:96.2%,D:0.2%],F:0.6%,M:3.0%,n:4494	Unknown
UP000030104	Penicillium italicum (Blue mold)	40296	9993	C:97.9%[S:97.6%,D:0.4%],F:0.7%,M:1.4%,n:4191	Outlier (low value)
UP000030106	Beauveria bassiana D1-5	1245745	11860	C:92.8%[S:92.6%,D:0.2%],F:2.7%,M:4.5%,n:4494	Unknown
UP000030143	Penicillium expansum (Blue mold rot fungus)	27334	11060	C:98.6%[S:98.4%,D:0.2%],F:0.5%,M:0.9%,n:4191	Unknown
UP000030641	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	1043005	10792	C:98.2%[S:98.2%,D:0.0%],F:1.0%,M:0.9%,n:3786	Close to standard (high value)
UP000030651	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	1229662	15412	C:98.4%[S:98.1%,D:0.4%],F:0.4%,M:1.2%,n:3817	Unknown
UP000030653	Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus)	1858805	10233	C:94.8%[S:94.2%,D:0.7%],F:0.9%,M:4.3%,n:1764	Unknown
UP000030655	Anncaliia algerae PRA339	1288291	3576	C:76.3%[S:74.5%,D:1.8%],F:2.2%,M:21.5%,n:600	Unknown
UP000030663	Fusarium oxysporum f. sp. raphani 54005	1089458	22754	C:99.6%[S:68.1%,D:31.6%],F:0.1%,M:0.3%,n:4494	Unknown
UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)	670483	11735	C:98.6%[S:98.1%,D:0.4%],F:0.8%,M:0.6%,n:2898	Unknown
UP000030671	Heterobasidion irregulare (strain TC 32-1)	747525	13159	C:97.1%[S:96.5%,D:0.7%],F:1.4%,M:1.5%,n:2898	Unknown
UP000030672	Aureobasidium melanogenum (strain CBS 110374) (Aureobasidium pullulans var. melanogenum)	1043003	10583	C:98.3%[S:98.3%,D:0.1%],F:1.1%,M:0.6%,n:3786	Unknown
UP000030686	Penicillium roqueforti (strain FM164)	1365484	12315	C:97.6%[S:97.5%,D:0.1%],F:0.8%,M:1.6%,n:4191	Outlier (high value)
UP000030706	Aureobasidium pullulans EXF-150	1043002	11844	C:99.0%[S:98.9%,D:0.1%],F:0.5%,M:0.5%,n:3786	Unknown
UP000030752	Cyphellophora europaea (strain CBS 101466) (Phialophora europaea)	1220924	11090	C:95.9%[S:95.5%,D:0.5%],F:1.4%,M:2.7%,n:6265	Unknown
UP000030753	Fusarium oxysporum NRRL 32931	660029	20767	C:99.6%[S:68.9%,D:30.7%],F:0.2%,M:0.2%,n:4494	Outlier (high value)
UP000030755	Rozella allomycis (strain CSF55)	988480	6337	C:62.7%[S:62.5%,D:0.1%],F:6.5%,M:30.9%,n:758	Unknown
UP000030816	Metarhizium album (strain ARSEF 1941)	1081103	8389	C:96.2%[S:96.0%,D:0.2%],F:1.8%,M:2.0%,n:4494	Unknown
UP000030854	Uncinula necator (Grape powdery mildew)	52586	6482	C:88.7%[S:88.6%,D:0.1%],F:2.8%,M:8.5%,n:3234	Unknown
UP000031056	Ordospora colligata OC4	1354746	1810	C:99.0%[S:98.3%,D:0.7%],F:0.0%,M:1.0%,n:600	Unknown
UP000033140	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	698492	7118	C:88.0%[S:85.2%,D:2.8%],F:1.6%,M:10.4%,n:1706	Unknown
UP000033483	Thielaviopsis punctulata	72032	5254	C:85.8%[S:84.9%,D:0.9%],F:0.7%,M:13.5%,n:3817	Unknown
UP000033540	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	1403190	8651	C:75.4%[S:75.0%,D:0.4%],F:0.5%,M:24.1%,n:4191	Unknown
UP000033647	Zymoseptoria brevis	1047168	10566	C:97.6%[S:97.5%,D:0.1%],F:0.8%,M:1.6%,n:3786	Unknown
UP000034112	Trichoderma harzianum (Hypocrea lixii)	5544	11497	C:98.0%[S:97.8%,D:0.3%],F:0.6%,M:1.3%,n:4494	Unknown
UP000034291	Aspergillus rambellii	308745	7761	C:94.5%[S:94.4%,D:0.1%],F:2.1%,M:3.4%,n:4191	Unknown
UP000034680	Diaporthe ampelina	1214573	10703	C:86.1%[S:85.9%,D:0.2%],F:7.0%,M:6.9%,n:3817	Unknown
UP000034841	Ceratocystis fimbriata f. sp. platani	88771	5620	C:71.4%[S:71.2%,D:0.2%],F:7.2%,M:21.4%,n:3817	Unknown
UP000036947	Tolypocladium ophioglossoides (strain CBS 100239) (Golden-thread cordyceps) (Elaphocordyceps ophioglossoides)	1163406	9303	C:93.3%[S:92.7%,D:0.6%],F:1.4%,M:5.3%,n:4494	Unknown
UP000037136	Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)	268505	8572	C:94.4%[S:94.2%,D:0.3%],F:2.2%,M:3.4%,n:4494	Unknown
UP000037505	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	1509407	11916	C:95.4%[S:95.0%,D:0.4%],F:2.0%,M:2.6%,n:4191	Unknown
UP000037696	Penicillium nordicum	229535	12938	C:97.1%[S:96.9%,D:0.2%],F:1.8%,M:1.1%,n:4191	Unknown
UP000037751	Malassezia pachydermatis	77020	4201	C:88.1%[S:88.1%,D:0.0%],F:1.3%,M:10.6%,n:1764	Unknown
UP000037904	Fusarium langsethiae	179993	11939	C:98.1%[S:97.9%,D:0.2%],F:0.4%,M:1.5%,n:4494	Unknown
UP000038010	Cyphellophora attinorum	1664694	11848	C:87.1%[S:86.8%,D:0.4%],F:4.7%,M:8.1%,n:6265	Unknown
UP000039046	[Torrubiella] hemipterigena	1531966	11466	C:97.8%[S:92.5%,D:5.4%],F:0.5%,M:1.6%,n:4494	Unknown
UP000042958	Penicillium brasilianum	104259	11933	C:99.5%[S:95.1%,D:4.3%],F:0.3%,M:0.2%,n:4191	Outlier (high value)
UP000044602	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787	20580	C:80.1%[S:39.6%,D:40.6%],F:2.3%,M:17.5%,n:6841	Unknown
UP000044841	Rhizoctonia solani	456999	11878	C:83.7%[S:79.8%,D:3.9%],F:3.5%,M:12.7%,n:2898	Unknown
UP000050424	Neonectria ditissima	78410	12683	C:98.3%[S:97.8%,D:0.6%],F:0.5%,M:1.2%,n:4494	Unknown
UP000053029	Fonsecaea pedrosoi CBS 271.37	1442368	12525	C:99.3%[S:99.1%,D:0.2%],F:0.3%,M:0.4%,n:6265	Unknown
UP000053110	Blumeria graminis f. sp. tritici 96224	1268274	4024	C:53.2%[S:53.1%,D:0.0%],F:6.4%,M:40.5%,n:3234	Unknown
UP000053201	Spizellomyces punctatus (strain DAOM BR117)	645134	9267	C:95.6%[S:92.0%,D:3.7%],F:0.9%,M:3.4%,n:758	Unknown
UP000053257	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	745531	11848	C:94.9%[S:94.5%,D:0.4%],F:3.3%,M:1.9%,n:4464	Unknown
UP000053259	Verruconis gallopava	253628	10768	C:95.7%[S:84.6%,D:11.1%],F:0.3%,M:3.9%,n:3786	Unknown
UP000053263	Plicaturopsis crispa FD-325 SS-3	944288	2710	C:9.5%[S:9.4%,D:0.1%],F:0.4%,M:90.1%,n:2898	Unknown
UP000053317	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	158046	6907	C:76.0%[S:75.8%,D:0.1%],F:6.6%,M:17.4%,n:3546	Unknown
UP000053319	Dichomitus squalens (strain LYAD-421) (Western red white-rot fungus)	732165	7183	C:41.2%[S:40.8%,D:0.4%],F:0.6%,M:58.2%,n:4464	Unknown
UP000053328	Exophiala spinifera	91928	12047	C:99.0%[S:98.5%,D:0.5%],F:0.3%,M:0.6%,n:6265	Unknown
UP000053342	Exophiala oligosperma	215243	12793	C:97.0%[S:89.4%,D:7.5%],F:0.4%,M:2.6%,n:6265	Unknown
UP000053392	Cryptococcus deuterogattii Ram5	1296110	6462	C:92.2%[S:92.0%,D:0.1%],F:5.7%,M:2.1%,n:4284	Unknown
UP000053411	Fonsecaea multimorphosa CBS 102226	1442371	12368	C:99.5%[S:99.3%,D:0.2%],F:0.3%,M:0.3%,n:6265	Unknown
UP000053424	Hebeloma cylindrosporum	76867	15327	C:97.9%[S:97.0%,D:0.9%],F:1.4%,M:0.7%,n:3870	Unknown
UP000053447	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	3746	C:75.7%[S:75.5%,D:0.2%],F:2.3%,M:22.0%,n:1706	Unknown
UP000053475	Aspergillus ustus	40382	706	C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:4191	Unknown
UP000053477	Schizopora paradoxa	27342	17051	C:98.2%[S:97.1%,D:1.1%],F:0.6%,M:1.2%,n:2898	Unknown
UP000053558	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	741705	13735	C:90.2%[S:88.9%,D:1.3%],F:1.4%,M:8.4%,n:4878	Unknown
UP000053573	Blastomyces silverae	2060906	8561	C:83.5%[S:83.4%,D:0.1%],F:5.8%,M:10.7%,n:4862	Unknown
UP000053593	Collybiopsis luxurians FD-317 M1	944289	14588	C:45.4%[S:44.5%,D:0.9%],F:0.6%,M:54.0%,n:3870	Unknown
UP000053599	Exophiala sideris	1016849	10841	C:96.1%[S:89.4%,D:6.7%],F:0.5%,M:3.4%,n:6265	Unknown
UP000053611	Cutaneotrichosporon oleaginosum	879819	8317	C:93.7%[S:93.1%,D:0.6%],F:2.7%,M:3.6%,n:4284	Unknown
UP000053617	Rhinocladiella mackenziei CBS 650.93	1442369	11378	C:95.8%[S:95.5%,D:0.2%],F:0.9%,M:3.3%,n:6265	Unknown
UP000053647	Paxillus involutus ATCC 200175	664439	11689	C:33.0%[S:31.4%,D:1.6%],F:1.9%,M:65.1%,n:4878	Unknown
UP000053664	Pseudozyma flocculosa PF-1	1277687	4425	C:66.9%[S:66.8%,D:0.1%],F:0.3%,M:32.8%,n:1764	Unknown
UP000053712	Termitomyces sp. J132	1306850	11124	C:92.0%[S:91.1%,D:0.9%],F:3.3%,M:4.7%,n:3870	Unknown
UP000053732	Penicillium camemberti (strain FM 013)	1429867	14391	C:99.3%[S:99.0%,D:0.3%],F:0.2%,M:0.5%,n:4191	Outlier (high value)
UP000053758	Pseudozyma antarctica (Yeast) (Candida antarctica)	84753	4672	C:68.9%[S:68.8%,D:0.1%],F:0.6%,M:30.4%,n:1764	Unknown
UP000053815	Mucor ambiguus	91626	11311	C:97.7%[S:97.5%,D:0.2%],F:1.1%,M:1.3%,n:2449	Unknown
UP000053820	Hydnomerulius pinastri MD-312	994086	7783	C:42.3%[S:41.1%,D:1.2%],F:0.6%,M:57.2%,n:4878	Unknown
UP000053831	Escovopsis weberi	150374	6869	C:85.4%[S:85.4%,D:0.1%],F:7.2%,M:7.4%,n:4494	Unknown
UP000053841	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	930089	12851	C:99.4%[S:99.4%,D:0.1%],F:0.1%,M:0.5%,n:6641	Unknown
UP000053890	Rhodotorula graminis (strain WP1)	578459	7228	C:94.6%[S:94.3%,D:0.3%],F:2.1%,M:3.3%,n:1764	Unknown
UP000053958	Rasamsonia emersonii CBS 393.64	1408163	9842	C:89.9%[S:89.8%,D:0.1%],F:3.9%,M:6.3%,n:4191	Unknown
UP000053989	Scleroderma citrinum Foug A	1036808	20903	C:96.4%[S:94.8%,D:1.6%],F:2.1%,M:1.6%,n:4878	Unknown
UP000054007	Cylindrobasidium torrendii FP15055 ss-10	1314674	13901	C:97.2%[S:95.6%,D:1.6%],F:0.9%,M:1.9%,n:3870	Unknown
UP000054097	Serendipita vermifera MAFF 305830	933852	15021	C:90.0%[S:86.1%,D:3.9%],F:2.8%,M:7.2%,n:2898	Unknown
UP000054107	Parasitella parasitica	35722	13357	C:96.4%[S:96.2%,D:0.2%],F:1.6%,M:2.1%,n:2449	Unknown
UP000054144	Fistulina hepatica ATCC 64428	1128425	9322	C:70.8%[S:69.5%,D:1.4%],F:2.6%,M:26.6%,n:3870	Unknown
UP000054166	Piloderma croceum (strain F 1598)	765440	21360	C:97.3%[S:96.4%,D:0.8%],F:1.9%,M:0.9%,n:2898	Unknown
UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus)	741275	2093	C:10.2%[S:10.1%,D:0.1%],F:0.2%,M:89.6%,n:2898	Unknown
UP000054248	Tulasnella calospora MUT 4182	1051891	19357	C:82.2%[S:79.1%,D:3.1%],F:7.4%,M:10.4%,n:2898	Unknown
UP000054266	Phialophora macrospora	1851006	11503	C:98.4%[S:91.2%,D:7.2%],F:0.2%,M:1.4%,n:6265	Unknown
UP000054270	Hypholoma sublateritium (strain FD-334 SS-4)	945553	17638	C:98.3%[S:97.4%,D:0.9%],F:0.9%,M:0.8%,n:3870	Unknown
UP000054302	Exophiala mesophila (Black yeast-like fungus)	212818	10000	C:95.2%[S:87.2%,D:8.0%],F:0.4%,M:4.4%,n:6265	Unknown
UP000054304	Lachancea lanzarotensis	1245769	5055	C:99.9%[S:99.8%,D:0.0%],F:0.0%,M:0.1%,n:2137	Outlier (low value)
UP000054321	Oidiodendron maius (strain Zn)	913774	16697	C:96.3%[S:95.7%,D:0.6%],F:2.0%,M:1.7%,n:3234	Unknown
UP000054342	Exophiala xenobiotica	348802	12773	C:99.2%[S:91.5%,D:7.7%],F:0.3%,M:0.6%,n:6265	Unknown
UP000054350	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	578462	19092	C:86.9%[S:23.2%,D:63.7%],F:2.1%,M:10.9%,n:758	Unknown
UP000054361	Dothideomycetidae sp. (strain 11243) (Fungal sp. (strain No.11243))	1603295	9692	C:93.1%[S:93.0%,D:0.1%],F:1.3%,M:5.5%,n:758	Unknown
