Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0630364,Raffaelea tritirachium DSM 1366,EUKARYAL,Raffaelea tritirachium,FUNGI-ASCOMYCOTA,45345,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea tritirachium,,,,,,,,,,,,,,,,,,,tunnels of Monarthrum mali in Quercus sp.,USA,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630363,Raffaelea tritirachium LRB 1909,EUKARYAL,Raffaelea tritirachium,FUNGI-ASCOMYCOTA,45345,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea tritirachium,,,,,,,,,,,,,,,,,,,tunnels of Monarthrum mali in Quercus sp.,USA,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630350,Ascoidea africana ATCC 22852,EUKARYAL,Ascoidea africana,FUNGI-ASCOMYCOTA,27309,Yes,Natural,Ascomycota,Alloascoideomycetes,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea africana,,,,,,,,,,,,,,,,,,,Lymexylid larva,,,Host-associated,Arthropoda: Insects,Larva,,,,,,,,Mesophile,,,,,,,,
Go0630349,Ascoidea africana CBS 377.68,EUKARYAL,Ascoidea africana,FUNGI-ASCOMYCOTA,27309,Yes,Natural,Ascomycota,Alloascoideomycetes,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea africana,,,,,,,,,,,,,,,,,,,Lymexylid larva,,,Host-associated,Arthropoda: Insects,Larva,,,,,,,,Mesophile,,,,,,,,
Go0630348,Ascoidea africana DSM 1365,EUKARYAL,Ascoidea africana,FUNGI-ASCOMYCOTA,27309,Yes,Natural,Ascomycota,Alloascoideomycetes,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea africana,,,,,,,,,,,,,,,,,,,Lymexylid larva,,,Host-associated,Arthropoda: Insects,Larva,,,,,,,,Mesophile,,,,,,,,
Go0630347,Ascoidea africana LRB 1925,EUKARYAL,Ascoidea africana,FUNGI-ASCOMYCOTA,27309,Yes,Natural,Ascomycota,Alloascoideomycetes,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea africana,,,,,,,,,,,,,,,,,,,Lymexylid larva,,,Host-associated,Arthropoda: Insects,Larva,,,,,,,,Mesophile,,,,,,,,
Go0630332,Ambrosiella sulcati ATCC 22211,EUKARYAL,Ambrosiella sulcati,FUNGI-ASCOMYCOTA,45347,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea canadensis,,,,,,,,,,,,,,,,,,,mycetangia of Gnathotrichus sulcatus on Pseudotsuga menziesii,Canada,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630331,Ambrosiella sulcati CBS 805.70,EUKARYAL,Ambrosiella sulcati,FUNGI-ASCOMYCOTA,45347,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea canadensis,,,,,,,,,,,,,,,,,,,mycetangia of Gnathotrichus sulcatus on Pseudotsuga menziesii,Canada,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630330,Ambrosiella sulcati DSM 1364,EUKARYAL,Ambrosiella sulcati,FUNGI-ASCOMYCOTA,45347,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea canadensis,,,,,,,,,,,,,,,,,,,mycetangia of Gnathotrichus sulcatus on Pseudotsuga menziesii,Canada,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630329,Ambrosiella sulcati GS-2-2,EUKARYAL,Ambrosiella sulcati,FUNGI-ASCOMYCOTA,45347,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea canadensis,,,,,,,,,,,,,,,,,,,mycetangia of Gnathotrichus sulcatus on Pseudotsuga menziesii,Canada,,,,,,,,,,,,Mesophile,,,,,,,,
Go0630312,Ambrosiella gnathotrichi ATCC 18092,EUKARYAL,Ambrosiella gnathotrichi,FUNGI-ASCOMYCOTA,490886,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea gnathotrichi,,,,,,,,,,,,,,,,,,,Gnathotrichus retusus on Picea engelmanni,USA,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0630311,Ambrosiella gnathotrichi CBS 379.68,EUKARYAL,Ambrosiella gnathotrichi,FUNGI-ASCOMYCOTA,490886,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea gnathotrichi,,,,,,,,,,,,,,,,,,,Gnathotrichus retusus on Picea engelmanni,USA,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0630310,Ambrosiella gnathotrichi DSM 1363,EUKARYAL,Ambrosiella gnathotrichi,FUNGI-ASCOMYCOTA,490886,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea gnathotrichi,,,,,,,,,,,,,,,,,,,Gnathotrichus retusus on Picea engelmanni,USA,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0630309,Ambrosiella gnathotrichi LRB 2015,EUKARYAL,Ambrosiella gnathotrichi,FUNGI-ASCOMYCOTA,490886,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea gnathotrichi,,,,,,,,,,,,,,,,,,,Gnathotrichus retusus on Picea engelmanni,USA,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0628842,Neurospora tetrasperma DSM 1262,EUKARYAL,Neurospora tetrasperma,FUNGI-ASCOMYCOTA,40127,Yes,Natural,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0628841,Neurospora tetrasperma FGSC 1271,EUKARYAL,Neurospora tetrasperma,FUNGI-ASCOMYCOTA,40127,Yes,Natural,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0628820,Neurospora tetrasperma DSM 1261,EUKARYAL,Neurospora tetrasperma,FUNGI-ASCOMYCOTA,40127,Yes,Natural,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0628819,Neurospora tetrasperma FGSC 1270,EUKARYAL,Neurospora tetrasperma,FUNGI-ASCOMYCOTA,40127,Yes,Natural,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0628284,Trichophyton eboreum 367/04,EUKARYAL,Trichophyton eboreum,FUNGI-ASCOMYCOTA,310283,Yes,Natural,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma eboreum,,,,,,,,,,,,,,,,,,,"tinea pedis, human",Germany,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0628283,Trichophyton eboreum CBS 117155,EUKARYAL,Trichophyton eboreum,FUNGI-ASCOMYCOTA,310283,Yes,Natural,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma eboreum,,,,,,,,,,,,,,,,,,,"tinea pedis, human",Germany,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0628282,Trichophyton eboreum DSM 16978,EUKARYAL,Trichophyton eboreum,FUNGI-ASCOMYCOTA,310283,Yes,Natural,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma eboreum,,,,,,,,,,,,,,,,,,,"tinea pedis, human",Germany,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0628123,Exophiala crusticola ATCC MYA-3639,EUKARYAL,Exophiala crusticola,FUNGI-ASCOMYCOTA,414539,Yes,Natural,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala crusticola,,,,,,,,,,,,,,,,,,,soil crusts,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0628122,Exophiala crusticola CBS 119970,EUKARYAL,Exophiala crusticola,FUNGI-ASCOMYCOTA,414539,Yes,Natural,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala crusticola,,,,,,,,,,,,,,,,,,,soil crusts,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0628121,Exophiala crusticola CP141b,EUKARYAL,Exophiala crusticola,FUNGI-ASCOMYCOTA,414539,Yes,Natural,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala crusticola,,,,,,,,,,,,,,,,,,,soil crusts,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0628120,Exophiala crusticola DSM 16793,EUKARYAL,Exophiala crusticola,FUNGI-ASCOMYCOTA,414539,Yes,Natural,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala crusticola,,,,,,,,,,,,,,,,,,,soil crusts,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627522,Gongronella lacrispora ATCC 24412,EUKARYAL,Gongronella lacrispora,FUNGI-MUCOROMYCOTA,703015,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella lacrispora,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627521,Gongronella lacrispora CBS 244.62,EUKARYAL,Gongronella lacrispora,FUNGI-MUCOROMYCOTA,703015,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella lacrispora,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627520,Gongronella lacrispora DSM 1169,EUKARYAL,Gongronella lacrispora,FUNGI-MUCOROMYCOTA,703015,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella lacrispora,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627519,Gongronella lacrispora NRRL 2643,EUKARYAL,Gongronella lacrispora,FUNGI-MUCOROMYCOTA,703015,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella lacrispora,,,,,,,,,,,,,,,,,,,soil,USA,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627338,Cunninghamella homothallica ATCC 16161,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627337,Cunninghamella homothallica CBS 168.53,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627336,Cunninghamella homothallica DSM 1156,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627335,Cunninghamella homothallica IFO 6736,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627334,Cunninghamella homothallica KN-138,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627333,Cunninghamella homothallica NBRC 6736,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627332,Cunninghamella homothallica NI 1151,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627331,Cunninghamella homothallica NRRL 2365,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627330,Cunninghamella homothallica VKM F-930,EUKARYAL,Cunninghamella homothallica,FUNGI-MUCOROMYCOTA,155729,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella homothallica,,,,,,,,,,,,,,,,,,,soil,Japan,,Environmental,Terrestrial,Soil,,,,,,,,Mesophile,,,,,,,,
Go0627263,Cochliobolus homomorphus 1266-33,EUKARYAL,Cochliobolus homomorphus,FUNGI-ASCOMYCOTA,1165373,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia homomorpha,,,,,,,,,,,,,,,,,,,air,,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0627262,Cochliobolus homomorphus ATCC 13409,EUKARYAL,Cochliobolus homomorphus,FUNGI-ASCOMYCOTA,1165373,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia homomorpha,,,,,,,,,,,,,,,,,,,air,,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0627261,Cochliobolus homomorphus CBS 156.60,EUKARYAL,Cochliobolus homomorphus,FUNGI-ASCOMYCOTA,1165373,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia homomorpha,,,,,,,,,,,,,,,,,,,air,,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0627260,Cochliobolus homomorphus DSM 1150,EUKARYAL,Cochliobolus homomorphus,FUNGI-ASCOMYCOTA,1165373,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia homomorpha,,,,,,,,,,,,,,,,,,,air,,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0627194,Aspergillus giganteus 5581.13A,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627193,Aspergillus giganteus ATCC 10059,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627192,Aspergillus giganteus CBS 526.65,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627191,Aspergillus giganteus CMI 227678,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627190,Aspergillus giganteus DSM 1146,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627189,Aspergillus giganteus IFO 5818,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627188,Aspergillus giganteus IMI 227678,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627187,Aspergillus giganteus NBRC 5818,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627186,Aspergillus giganteus NRRL 10,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0627185,Aspergillus giganteus QM 1970,EUKARYAL,Aspergillus giganteus,FUNGI-ASCOMYCOTA,5060,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus giganteus,,,,,,,,,,,,,,,,,,,bat dung,Mexico,,Host-associated,Mammals,Digestive system,,,,,,,,Mesophile,,,,,,,,
Go0625058,Cladobotryum semicirculare CBS 705.88,EUKARYAL,Cladobotryum semicirculare,FUNGI-ASCOMYCOTA,371158,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces semicircularis,,,,,,,,,,,,,,,,,,,Aphyllophorales fruitbody,Cuba,,Host-associated,Fungi,Fruiting body,,,,,,,,Mesophile,,,,,,,,
Go0625057,Cladobotryum semicirculare DSM 12235,EUKARYAL,Cladobotryum semicirculare,FUNGI-ASCOMYCOTA,371158,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces semicircularis,,,,,,,,,,,,,,,,,,,Aphyllophorales fruitbody,Cuba,,Host-associated,Fungi,Fruiting body,,,,,,,,Mesophile,,,,,,,,
Go0625056,Cladobotryum semicirculare i 1987,EUKARYAL,Cladobotryum semicirculare,FUNGI-ASCOMYCOTA,371158,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces semicircularis,,,,,,,,,,,,,,,,,,,Aphyllophorales fruitbody,Cuba,,Host-associated,Fungi,Fruiting body,,,,,,,,Mesophile,,,,,,,,
Go0625055,Cladobotryum semicirculare INIFAT A85/185,EUKARYAL,Cladobotryum semicirculare,FUNGI-ASCOMYCOTA,371158,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces semicircularis,,,,,,,,,,,,,,,,,,,Aphyllophorales fruitbody,Cuba,,Host-associated,Fungi,Fruiting body,,,,,,,,Mesophile,,,,,,,,
Go0625054,Pseudohansfordia irregularis CBS 459.71,EUKARYAL,Pseudohansfordia irregularis,FUNGI-ASCOMYCOTA,2081317,Yes,Natural,Ascomycota,,,,Pseudohansfordia,Pseudohansfordia irregularis,,,,,,,,,,,,,,,,,,,"Trametes versicolor, old fruitbody",Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0625053,Pseudohansfordia irregularis DSM 12229,EUKARYAL,Pseudohansfordia irregularis,FUNGI-ASCOMYCOTA,2081317,Yes,Natural,Ascomycota,,,,Pseudohansfordia,Pseudohansfordia irregularis,,,,,,,,,,,,,,,,,,,"Trametes versicolor, old fruitbody",Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0625052,Pseudohansfordia irregularis i 95,EUKARYAL,Pseudohansfordia irregularis,FUNGI-ASCOMYCOTA,2081317,Yes,Natural,Ascomycota,,,,Pseudohansfordia,Pseudohansfordia irregularis,,,,,,,,,,,,,,,,,,,"Trametes versicolor, old fruitbody",Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0625051,Pseudohansfordia irregularis IMI 160280,EUKARYAL,Pseudohansfordia irregularis,FUNGI-ASCOMYCOTA,2081317,Yes,Natural,Ascomycota,,,,Pseudohansfordia,Pseudohansfordia irregularis,,,,,,,,,,,,,,,,,,,"Trametes versicolor, old fruitbody",Russia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0624974,Candida tropicalis ATCC 4563,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624973,Candida tropicalis ATCC 7349,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624972,Candida tropicalis ATCC 750,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624971,Candida tropicalis CCRC 20520,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624970,Candida tropicalis DSM 11953,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624969,Candida tropicalis IFO 1070,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624968,Candida tropicalis IFO 1400,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624967,Candida tropicalis JCM 1541,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0624966,Candida tropicalis NBRC 1070,EUKARYAL,Candida tropicalis,FUNGI-ASCOMYCOTA,1312901,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,,,,,,,,,,,,,,,,,,,"bronchomycosis, human",,,Host-associated,Mammals: Human,Unclassified,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
